Class,Message
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
spam,Claim your exclusive reward by clicking here: bit.ly/5958. Act fast!
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
spam,Your account has been compromised! Reset your password here: bit.ly/1537
ham,Tell them u have a headache and just want to use 1 hour of sick time.
spam,New job alert! Earn $3150/day from home. No experience needed. Apply now!
spam,You have 1 new voicemail. Please call 08719181513.
ham,Okay... We wait ah
ham,"Hurry up, I've been weed-deficient for like three days"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/9639
ham,He is a womdarfull actor
ham,How much r ü willing to pay?
ham,I will spoil you in bed as well :)
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Then get some cash together and I'll text jason
ham,K:)i will give my kvb acc details:)
ham,I have a rather prominent bite mark on my right cheek
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"""
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/1995
spam,Your account has been compromised! Reset your password here: bit.ly/6944
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,Sounds like something that someone testing me would sayy
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3"
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9975
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/5495
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/6264
ham,Might ax well im there.
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/2566
ham,You see the requirements please
ham,Jus came back fr lunch wif my sis only. U leh?
ham,";-( oh well, c u later"
ham,Happy birthday... May all ur dreams come true...
spam,New job alert! Earn $118/day from home. No experience needed. Apply now!
ham,have got * few things to do. may be in * pub later.
ham,Sent me ur email id soon
ham,At 4. Let's go to bill millers
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/2109
ham,I borrow ur bag ok.
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Ok no prob. Take ur time.
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
spam,Your account has been compromised! Reset your password here: bit.ly/7933
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/3666
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/3269
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"Im in inperialmusic listening2the weirdest track ever by”leafcutter john”-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9509
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/8409
ham,Check wid corect speling i.e. Sarcasm
ham,Sorry me going home first... Daddy come fetch ü later...
ham,"K so am I, how much for an 8th? Fifty?"
spam,Limited time offer! Get 11% off on all products. Use code SPAM57 at checkout.
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,Can u get pic msgs to your phone?
ham,"Haha just kidding, papa needs drugs"
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/5273
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
ham,One small prestige problem now.
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,2 laptop... I noe infra but too slow lar... I wan fast one
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/3475
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
spam,New job alert! Earn $1105/day from home. No experience needed. Apply now!
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
spam,You have been selected for a cash prize of $4951. Respond with 'YES' to claim.
ham,Yeah I'll try to scrounge something up
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,I dont want to hear philosophy. Just say what happen
spam,New job alert! Earn $2011/day from home. No experience needed. Apply now!
ham,I sent you  &lt;#&gt;  bucks
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/8513
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/6169
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
spam,Your account has been compromised! Reset your password here: bit.ly/7706
ham,Today am going to college so am not able to atten the class.
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/9227
spam,Limited time offer! Get 50% off on all products. Use code SPAM73 at checkout.
ham,TaKe CaRE n gET WeLL sOOn
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/2160
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,You all ready for * big day tomorrow?
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/7641
spam,Claim your exclusive reward by clicking here: bit.ly/7475. Act fast!
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Whatsup there. Dont u want to sleep
ham,"Why is that, princess? I bet the brothas are all chasing you!"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/3697
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Were somewhere on Fredericksburg
ham,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
